"block_id","conc_r","conc_c","response","drug_row","drug_col","conc_r_unit","conc_c_unit","cell_line_name","drug_row_cid","drug_col_cid","row","col","synergy_zip","synergy_hsa","synergy_bliss","synergy_loewe"
64716,0.625,0.0125,67.3580348499449,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,5,5,-6.06518273168561,-0.522651346407883,-4.6326788378328,-4.92644653521894
64716,0.625,0.05,72.2443349415602,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,5,6,-0.361534424014465,-1.20632778483245,-4.54206919595761,-1.90477769587554
64716,2.5,0,-7.08336132044847,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,6,1,0,0,0,0
64716,2.5,0.0001954,4.50168221227266,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,6,2,-13.1884056250535,7.17368429464685,-9.42666238089398,-43.8999103499712
64716,2.5,0.0007812,12.1688676716116,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,6,3,-11.3726573709768,-0.365430315368577,-18.5662377111437,-39.1522438124904
64716,2.5,0.003125,51.2670931949594,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,6,4,-7.86862559873838,2.6250538688242,-8.42636690404088,-14.9418773885654
64716,2.5,0.0125,71.3225709404432,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,6,5,-4.037008203631,1.93226651450826,-4.70163095342882,-2.52319643073595
64716,2.5,0.05,85.5245920054367,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,6,6,3.55432406638086,7.01706570168531,1.63292495150165,6.27073210359416
62898,0,0,-0.000626453810742332,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM","U87",5287792,5394,1,1,0,0,0,0
62898,0,400,6.89274038732422,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM","U87",5287792,5394,1,2,0,0,0,0
